place,lac,ci,lon,lat,2G_3G,people
MYW0508C2_绵阳普明后街-6,61788,606,104.67728,31.47588,3,1
MYW0359A1_绵阳飞行学院-1,61788,6141,104.73931,31.43631,3,6
MYW0359B1_绵阳飞行学院-2,61788,6142,104.73931,31.43631,3,6
MYW0359C1_绵阳飞行学院-3,61788,6143,104.73931,31.43631,3,1
MYW0359A2_绵阳飞行学院-4,61788,6144,104.73931,31.43631,3,0.5
MYW0359B2_绵阳飞行学院-5,61788,6145,104.73931,31.43631,3,0.5
MYW0359C2_绵阳飞行学院-6,61788,6146,104.73931,31.43631,3,0.5
MYW0359A3_绵阳飞行学院-7,61788,6147,104.73931,31.43631,3,0.5
MYW0551A1_绵阳石桥铺2-1,61788,6151,104.69317,31.44411,3,0.5
MYW0551B1_绵阳石桥铺2-2,61788,6152,104.69317,31.44411,3,0.5
MYW0551C1_绵阳石桥铺2-3,61788,6153,104.69317,31.44411,3,1
MYW0643A1_绵阳艺术学校-1,61788,6181,104.68031,31.47421,3,2
MYW0643B1_绵阳艺术学校-2,61788,6182,104.68031,31.47421,3,0.5
MYW0643C1_绵阳艺术学校-3,61788,6183,104.68031,31.47421,3,4
MYW0643A2_绵阳艺术学校-4,61788,6184,104.68031,31.47421,3,0.5
MYW0643B2_绵阳艺术学校-5,61788,6185,104.68031,31.47421,3,0.5
MYW0643C2_绵阳艺术学校-6,61788,6186,104.68031,31.47421,3,0.5
MYW0516A1_绵阳清华园别墅区-1,61788,6201,104.69961,31.48291,3,0.5
MYW0516B1_绵阳清华园别墅区-2,61788,6202,104.69961,31.48291,3,0.5
MYW0516C1_绵阳清华园别墅区-3,61788,6203,104.69961,31.48291,3,0.5
MYW0516A2_绵阳清华园别墅区-4,61788,6204,104.69961,31.48291,3,0.5
MYW0516B2_绵阳清华园别墅区-5,61788,6205,104.69961,31.48291,3,0.5
MYW0516C2_绵阳清华园别墅区-6,61788,6206,104.69961,31.48291,3,0.5
MYW0678A1_绵阳愿望集团-1,61788,621,104.71353,31.49283,3,2
MYW0355A1_绵阳东岳四社-1,61788,6211,104.7138147,31.44946,3,4
MYW0355B1_绵阳东岳四社-2,61788,6212,104.7138147,31.44946,3,0.5
MYW0355C1_绵阳东岳四社-3,61788,6213,104.7138147,31.44946,3,0.5
MYW0355A2_绵阳东岳四社-4,61788,6214,104.7138147,31.44946,3,0.5
MYW0355B2_绵阳东岳四社-5,61788,6215,104.7138147,31.44946,3,4
MYW0355C2_绵阳东岳四社-6,61788,6216,104.7138147,31.44946,3,0.5
MYW0678B1_绵阳愿望集团-2,61788,622,104.71353,31.49283,3,0.5
MYW0678C1_绵阳愿望集团-3,61788,623,104.71353,31.49283,3,0.5
MYW0651A1_绵阳永兴烟厂-1,61788,6231,104.62781,31.45081,3,0.5
MYW0651B1_绵阳永兴烟厂-2,61788,6232,104.62781,31.45081,3,0.5
MYW0651C1_绵阳永兴烟厂-3,61788,6233,104.62781,31.45081,3,8
MYW0651A2_绵阳永兴烟厂-4,61788,6234,104.62781,31.45081,3,0.5
MYW0651B2_绵阳永兴烟厂-5,61788,6235,104.62781,31.45081,3,0.5
MYW0651C2_绵阳永兴烟厂-6,61788,6236,104.62781,31.45081,3,0.5
MYW0651A3_绵阳永兴烟厂-7,61788,6237,104.62781,31.45081,3,0.5
MYW0651B3_绵阳永兴烟厂-8,61788,6238,104.62781,31.45081,3,0.5
MYW0651C3_绵阳永兴烟厂-9,61788,6239,104.62781,31.45081,3,0.5
MYW0678A2_绵阳愿望集团-4,61788,624,104.71353,31.49283,3,1
MYW0619A1_绵阳新康花园-1,61788,6241,104.70301,31.46151,3,0.5
MYW0619B1_绵阳新康花园-2,61788,6242,104.70301,31.46151,3,8
MYW0619C1_绵阳新康花园-3,61788,6243,104.70301,31.46151,3,0.5
MYW0619A2_绵阳新康花园-4,61788,6244,104.70301,31.46151,3,0.5
MYW0619B2_绵阳新康花园-5,61788,6245,104.70301,31.46151,3,8
MYW0619C2_绵阳新康花园-6,61788,6246,104.70301,31.46151,3,0.5
MYW0678B2_绵阳愿望集团-5,61788,625,104.71353,31.49283,3,0.5
MYW0405A1_绵阳河边美林半岛-1,61788,6251,104.49461,31.49461,3,8
MYW0405B1_绵阳河边美林半岛-2,61788,6252,104.49461,31.49461,3,0.5
MYW0405C1_绵阳河边美林半岛-3,61788,6253,104.49461,31.49461,3,0.5
MYW0678C2_绵阳愿望集团-6,61788,626,104.71353,31.49283,3,3
MYW0425A1_绵阳火电厂-1,61788,631,104.73472,31.44526,3,0.5
MYW0425B1_绵阳火电厂-2,61788,632,104.73472,31.44526,3,0.5
MYW0425C1_绵阳火电厂-3,61788,633,104.73472,31.44526,3,3
MYW0425A2_绵阳火电厂-4,61788,634,104.73472,31.44526,3,0.5
MYW0425B2_绵阳火电厂-5,61788,635,104.73472,31.44526,3,0.5
MYW0425C2_绵阳火电厂-6,61788,636,104.73472,31.44526,3,0.5
MYW0648A1_绵阳永兴2-1,61788,641,104.627718,31.457154,3,0.5
MYW0648B1_绵阳永兴2-2,61788,642,104.627718,31.457154,3,0.5
MYW0376A1_绵阳富安新区-1,61788,6421,104.687866,31.463005,3,0.5
MYW0376B1_绵阳富安新区-2,61788,6422,104.687866,31.463005,3,0.5
MYW0376C1_绵阳富安新区-3,61788,6423,104.687866,31.463005,3,4
MYW0376A2_绵阳富安新区-4,61788,6424,104.687866,31.463005,3,0.5
MYW0376B2_绵阳富安新区-5,61788,6425,104.687866,31.463005,3,0.5
MYW0376C2_绵阳富安新区-6,61788,6426,104.687866,31.463005,3,0.5
MYW0648C1_绵阳永兴2-3,61788,643,104.627718,31.457154,3,0.5
MYW0648A2_绵阳永兴2-4,61788,644,104.627718,31.457154,3,0.5
MYW0648B2_绵阳永兴2-5,61788,645,104.627718,31.457154,3,0.5
MYW0648C2_绵阳永兴2-6,61788,646,104.627718,31.457154,3,0.5
MYW0422A1_绵阳华润中央公园-1,61788,6461,104.71281,31.48311,3,3
MYW0422B1_绵阳华润中央公园-2,61788,6462,104.71281,31.48311,3,3
MYW0422C1_绵阳华润中央公园-3,61788,6463,104.71281,31.48311,3,1
MYW0422A2_绵阳华润中央公园-4,61788,6464,104.71281,31.48311,3,0.5
MYW0422B2_绵阳华润中央公园-5,61788,6465,104.71281,31.48311,3,0.5
MYW0422C2_绵阳华润中央公园-6,61788,6466,104.71281,31.48311,3,0.5
MYW0652A1_绵阳永兴医院-1,61788,651,104.63687,31.45765,3,3
MYW0510A1_绵阳普思电子-1,61788,6511,104.68251,31.45181,3,0.5
MYW0510B1_绵阳普思电子-2,61788,6512,104.68251,31.45181,3,1
MYW0510C1_绵阳普思电子-3,61788,6513,104.68251,31.45181,3,0.5
MYW0510A2_绵阳普思电子-4,61788,6514,104.68251,31.45181,3,0.5
MYW0510B2_绵阳普思电子-5,61788,6515,104.68251,31.45181,3,0.5
MYW0510C2_绵阳普思电子-6,61788,6516,104.68251,31.45181,3,0.5
MYW0652B1_绵阳永兴医院-2,61788,652,104.63687,31.45765,3,2
MYW0652C1_绵阳永兴医院-3,61788,653,104.63687,31.45765,3,2
MYW0468A1_绵阳劳动力市场-1,61788,661,104.72023,31.45621,3,9
MYW0349A1_绵阳东辰中学-1,61788,6611,104.70361,31.48431,3,0.5
MYW0349B1_绵阳东辰中学-2,61788,6612,104.70361,31.48431,3,3
MYW0349C1_绵阳东辰中学-3,61788,6613,104.70361,31.48431,3,0.5
MYW0349A2_绵阳东辰中学-4,61788,6614,104.70361,31.48431,3,0.5
MYW0349B2_绵阳东辰中学-5,61788,6615,104.70361,31.48431,3,0.5
MYW0349C2_绵阳东辰中学-6,61788,6616,104.70361,31.48431,3,0.5
MYW0468B1_绵阳劳动力市场-2,61788,662,104.72023,31.45621,3,9
MYW0468C1_绵阳劳动力市场-3,61788,663,104.72023,31.45621,3,0.5
MYW0468A2_绵阳劳动力市场-4,61788,664,104.72023,31.45621,3,9
MYW0468B2_绵阳劳动力市场-5,61788,665,104.72023,31.45621,3,0.5
MYW0468C2_绵阳劳动力市场-6,61788,666,104.72023,31.45621,3,0.5
MYW0468A1_绵阳飞来石大桥-1,61788,667,104.71923,31.454733,3,9
MYW0468B1_绵阳飞来石大桥-2,61788,668,104.71923,31.454733,3,0.5
MYW0527A1_绵阳神州时代名城-1,61788,6771,104.65061,31.47741,3,1
MYW0527B1_绵阳神州时代名城-2,61788,6772,104.65061,31.47741,3,1
MYW0527C1_绵阳神州时代名城-3,61788,6773,104.65061,31.47741,3,1
MYW0655A1_绵阳优山美郡三期-1,61788,6781,104.70606,31.49237,3,5
MYW0655B1_绵阳优山美郡三期-2,61788,6782,104.70606,31.49237,3,5
MYW0655C1_绵阳优山美郡三期-3,61788,6783,104.70606,31.49237,3,5
MYW0655A2_绵阳优山美郡三期-4,61788,6784,104.70606,31.49237,3,0.5
MYW0655B2_绵阳优山美郡三期-5,61788,6785,104.70606,31.49237,3,0.5
MYW0655C2_绵阳优山美郡三期-6,61788,6786,104.70606,31.49237,3,0.5
MYW0677A1_绵阳园艺教育园区-1,61788,6801,104.68151,31.50497,3,0.5
MYW0677B1_绵阳园艺教育园区-2,61788,6802,104.68151,31.50497,3,0.5
MYW0677C1_绵阳园艺教育园区-3,61788,6803,104.68151,31.50497,3,0.5
MYW0677A2_绵阳园艺教育园区-4,61788,6804,104.68151,31.50497,3,0.5
MYW0677B2_绵阳园艺教育园区-5,61788,6805,104.68151,31.50497,3,0.5
MYW0677C2_绵阳园艺教育园区-6,61788,6806,104.68151,31.50497,3,0.5
MYW0677A3_绵阳园艺教育园区-7,61788,6807,104.68151,31.50497,3,0.5
MYW0677B3_绵阳园艺教育园区-8,61788,6808,104.68151,31.50497,3,0.5
MYW0677C3_绵阳园艺教育园区-9,61788,6809,104.68151,31.50497,3,0.5
MYW0357A1_绵阳樊华似锦-1,61788,6851,104.70356,31.45371,3,0.5
MYW0357B1_绵阳樊华似锦-2,61788,6852,104.70356,31.45371,3,0.5
MYW0357C1_绵阳樊华似锦-3,61788,6853,104.70356,31.45371,3,0.5
MYW0357A2_绵阳樊华似锦-4,61788,6854,104.70356,31.45371,3,0.5
MYW0357B2_绵阳樊华似锦-5,61788,6855,104.70356,31.45371,3,0.5
MYW0357C2_绵阳樊华似锦-6,61788,6856,104.70356,31.45371,3,0.5
MYW0492A1_绵阳磨家师范学院-1,61788,6891,104.59419,31.45351,3,0.5
MYW0492B1_绵阳磨家师范学院-2,61788,6892,104.59419,31.45351,3,0.5
MYW0492C1_绵阳磨家师范学院-3,61788,6893,104.59419,31.45351,3,0.5
MYW0037FBA1_绵阳西南财经大学-1,61788,691,104.68561,31.49231,3,1
MYW0037FBB1_绵阳西南财经大学-2,61788,692,104.68561,31.49231,3,0.5
MYW0037FBC1_绵阳西南财经大学-3,61788,693,104.68561,31.49231,3,2
MYW0037FBA2_绵阳西南财经大学-4,61788,694,104.68561,31.49231,3,0.5
MYW0037FBB2_绵阳西南财经大学-5,61788,695,104.68561,31.49231,3,0.5
MYW0037FBC2_绵阳西南财经大学-6,61788,696,104.68561,31.49231,3,0.5
MYW0649A1_绵阳永兴皇家桂竹园林-1,61788,6961,104.61251,31.45761,3,0.5
MYW0649B1_绵阳永兴皇家桂竹园林-2,61788,6962,104.61251,31.45761,3,0.5
MYW0649C1_绵阳永兴皇家桂竹园林-3,61788,6963,104.61251,31.45761,3,3
MYW0649A2_绵阳永兴皇家桂竹园林_4,61788,6964,104.61251,31.45761,3,0.5
MYW0649B2_绵阳永兴皇家桂竹园林_5,61788,6965,104.61251,31.45761,3,0.5
MYW0649C2_绵阳永兴皇家桂竹园林_6,61788,6966,104.61251,31.45761,3,0.5
MYW0037FBA3_绵阳西南财经大学-7,61788,697,104.68561,31.49231,3,0.5
MYW0037FBB3_绵阳西南财经大学-8,61788,698,104.68561,31.49231,3,0.5
MYW0037FBC3_绵阳西南财经大学-9,61788,699,104.68561,31.49231,3,0.5
MYW0003FBD1_绵阳南郊机场2-1,61788,7084,104.75111,31.42591,3,0.5
MYW0003FBE1_绵阳南郊机场2-2,61788,7085,104.75111,31.42591,3,0.5
MYW0003FBD2_绵阳南郊机场2-3,61788,7086,104.75111,31.42591,3,2
MYW0003FBE2_绵阳南郊机场2-4,61788,7087,104.75111,31.42591,3,2
MYW0488A1_绵阳绵吴路口-1,61788,71,104.72651,31.44584,3,3
MYW0404A1_绵阳河边工业园区-1,61788,7101,104.59241,31.48091,3,1
MYW0404B1_绵阳河边工业园区-2,61788,7102,104.59241,31.48091,3,0.5
MYW0404C1_绵阳河边工业园区-3,61788,7103,104.59241,31.48091,3,0.5
MYW0491A1_绵阳磨家-1,61788,711,104.60226,31.45084,3,0.5
MYW0491B1_绵阳磨家-2,61788,712,104.60226,31.45084,3,0.5
MYW0571A1_绵阳太阳城-1,61788,7121,104.69065,31.48535,3,0.5
MYW0571B1_绵阳太阳城-2,61788,7122,104.69065,31.48535,3,0.5
MYW0571C1_绵阳太阳城-3,61788,7123,104.69065,31.48535,3,0.5
MYW0491C1_绵阳磨家-3,61788,713,104.60226,31.45084,3,0.5
MYW0488B1_绵阳绵吴路口-2,61788,72,104.72651,31.44584,3,0.5
MYW0654A1_绵阳永兴综合市场-1,61788,721,104.62983,31.46436,3,1
MYW0654B1_绵阳永兴综合市场-2,61788,722,104.62983,31.46436,3,4
MYW0654C1_绵阳永兴综合市场-3,61788,723,104.62983,31.46436,3,0.5
MYW0488C1_绵阳绵吴路口-3,61788,73,104.72651,31.44584,3,3
MYW0023FBA1_绵阳半山南湾-1,61788,7331,104.69184,31.47547,3,1
MYW0023FBB1_绵阳半山南湾-2,61788,7332,104.69184,31.47547,3,0.5
MYW0023FBC1_绵阳半山南湾-3,61788,7333,104.69184,31.47547,3,3
MYW0650A1_绵阳永兴黎家院-1,61788,7351,104.61931,31.46051,3,0.5
MYW0650B1_绵阳永兴黎家院-2,61788,7352,104.61931,31.46051,3,1
MYW0650C1_绵阳永兴黎家院-3,61788,7353,104.61931,31.46051,3,0.5
MYW0650A2_绵阳永兴黎家院_4,61788,7354,104.61931,31.46051,3,0.5
MYW0650B2_绵阳永兴黎家院_5,61788,7355,104.61931,31.46051,3,0.5
MYW0650C2_绵阳永兴黎家院_6,61788,7356,104.61931,31.46051,3,0.5
MYW0438A1_绵阳巾帼大厦-1,61788,7381,104.716479,31.457225,3,0.5
MYW0438B1_绵阳巾帼大厦-2,61788,7382,104.716479,31.457225,3,0.5
MYW0438C1_绵阳巾帼大厦-3,61788,7383,104.716479,31.457225,3,0.5
MYW0438A2_绵阳巾帼大厦-4,61788,7384,104.716479,31.457225,3,0.5
MYW0438B2_绵阳巾帼大厦-5,61788,7385,104.716479,31.457225,3,0.5
MYW0438C2_绵阳巾帼大厦-6,61788,7386,104.716479,31.457225,3,0.5
MYW0438A3_绵阳巾帼大厦-7,61788,7387,104.716479,31.457225,3,0.5
MYW0438B3_绵阳巾帼大厦-8,61788,7388,104.716479,31.457225,3,0.5
MYW0438C3_绵阳巾帼大厦-9,61788,7389,104.716479,31.457225,3,0.5
MYW0406A1_绵阳河边万人区-1,61788,7391,104.55551,31.46561,3,0.5
MYW0406B1_绵阳河边万人区-2,61788,7392,104.55551,31.46561,3,0.5
MYW0406C1_绵阳河边万人区-3,61788,7393,104.55551,31.46561,3,0.5
MYW0488A2_绵阳绵吴路口-4,61788,74,104.72651,31.44584,3,1
MYW0395A1_绵阳关帝字库-1,61788,7401,104.74911,31.33271,3,0.5
MYW0395B1_绵阳关帝字库-2,61788,7402,104.74911,31.33271,3,0.5
MYW0395C1_绵阳关帝字库-3,61788,7403,104.74911,31.33271,3,0.5
MYW0391A1_绵阳戈家桃林-1,61788,741,104.64111,31.48451,3,0.5
MYW0543A1_绵阳石洞三清观-1,61788,7411,104.66211,31.34941,3,0.5
MYW0543B1_绵阳石洞三清观-2,61788,7412,104.66211,31.34941,3,0.5
MYW0543C1_绵阳石洞三清观-3,61788,7413,104.66211,31.34941,3,0.5
MYW0391B1_绵阳戈家桃林-2,61788,742,104.64111,31.48451,3,0.5
MYW0626A1_绵阳新欣电子-1,61788,7421,104.67861,31.45731,3,0.5
MYW0626B1_绵阳新欣电子-2,61788,7422,104.67861,31.45731,3,0.5
MYW0626C1_绵阳新欣电子-3,61788,7423,104.67861,31.45731,3,0.5
MYW0626A2_绵阳新欣电子-4,61788,7424,104.67861,31.45731,3,0.5
MYW0626B2_绵阳新欣电子-5,61788,7425,104.67861,31.45731,3,0.5
MYW0626C2_绵阳新欣电子-6,61788,7426,104.67861,31.45731,3,0.5
MYW0391C1_绵阳戈家桃林-3,61788,743,104.64111,31.48451,3,0.5
MYW0488B2_绵阳绵吴路口-5,61788,75,104.72651,31.44584,3,0.5
MYW0441A1_绵阳金峰场镇-1,61788,7531,104.63441,31.34151,3,0.5
MYW0441B1_绵阳金峰场镇-2,61788,7532,104.63441,31.34151,3,0.5
MYW0441C1_绵阳金峰场镇-3,61788,7533,104.63441,31.34151,3,0.5
MYW0488C2_绵阳绵吴路口-6,61788,76,104.72651,31.44584,3,0.5
MYW0342A1_绵阳大石桥-1,61788,7601,104.59671,31.36581,3,0.5
MYW0342B1_绵阳大石桥-2,61788,7602,104.59671,31.36581,3,0.5
MYW0342C1_绵阳大石桥-3,61788,7603,104.59671,31.36581,3,0.5
MYW0620A1_绵阳新庙村-1,61788,781,104.71417,31.47654,3,0.5
MYW0620B1_绵阳新庙村-2,61788,782,104.71417,31.47654,3,1
MYW0620C1_绵阳新庙村-3,61788,783,104.71417,31.47654,3,0.5
MYW0419A1_绵阳花园南街-1,61788,791,104.711732,31.455032,3,3
MYW0419B1_绵阳花园南街-2,61788,792,104.711732,31.455032,3,3
MYW0419C1_绵阳花园南街-3,61788,793,104.711732,31.455032,3,3
MYW0419A2_绵阳花园南街-4,61788,794,104.711732,31.455032,3,0.5
MYW0419B2_绵阳花园南街-5,61788,795,104.711732,31.455032,3,0.5
MYW0419C2_绵阳花园南街-6,61788,796,104.711732,31.455032,3,0.5
MYW0555A1_绵阳双碑电缆厂-1,61788,801,104.68577,31.46574,3,3
MYW0555B1_绵阳双碑电缆厂-2,61788,802,104.68577,31.46574,3,3
MYW0555C1_绵阳双碑电缆厂-3,61788,803,104.68577,31.46574,3,0.5
MYW0555A2_绵阳双碑电缆厂-4,61788,804,104.68577,31.46574,3,0.5
MYW0555B2_绵阳双碑电缆厂-5,61788,805,104.68577,31.46574,3,0.5
MYW0555C2_绵阳双碑电缆厂-6,61788,806,104.68577,31.46574,3,0.5
MYW0314A1_绵阳八角新村-1,61788,81,104.68085,31.48256,3,0.5
MYW0509A1_绵阳普明中学-1,61788,811,104.65647,31.46873,3,3
MYW0509B1_绵阳普明中学-2,61788,812,104.65647,31.46873,3,1
MYW0509C1_绵阳普明中学-3,61788,813,104.65647,31.46873,3,1
MYW0509A2_绵阳普明中学-4,61788,814,104.65647,31.46873,3,1
MYW0509B2_绵阳普明中学-5,61788,815,104.65647,31.46873,3,3
MYW0509C2_绵阳普明中学-6,61788,816,104.65647,31.46873,3,3
MYW0314B1_绵阳八角新村-2,61788,82,104.68085,31.48256,3,1
MYW0314C1_绵阳八角新村-3,61788,83,104.68085,31.48256,3,0.5
MYW0347A1_绵阳电子九所-1,61788,831,104.75095,31.44075,3,0.5
MYW0347B1_绵阳电子九所-2,61788,832,104.75095,31.44075,3,0.5
MYW0347C1_绵阳电子九所-3,61788,833,104.75095,31.44075,3,2
MYW0347A2_绵阳电子九所-4,61788,834,104.75095,31.44075,3,0.5
MYW0347B2_绵阳电子九所-5,61788,835,104.75095,31.44075,3,2
MYW0347C2_绵阳电子九所-6,61788,836,104.75095,31.44075,3,0.5
MYW0315A1_绵阳八一中学-1,61788,871,104.70436,31.47308,3,0.5
MYW0315B1_绵阳八一中学-2,61788,872,104.70436,31.47308,3,0.5
MYW0315C1_绵阳八一中学-3,61788,873,104.70436,31.47308,3,0.5
MYW0519A1_绵阳三里村-1,61788,881,104.71456,31.46871,3,2
MYW0519B1_绵阳三里村-2,61788,882,104.71456,31.46871,3,0.5
MYW0519C1_绵阳三里村-3,61788,883,104.71456,31.46871,3,1
MYW0519A2_绵阳三里村-4,61788,884,104.71456,31.46871,3,0.5
MYW0519B2_绵阳三里村-5,61788,885,104.71456,31.46871,3,0.5
MYW0519C2_绵阳三里村-6,61788,886,104.71456,31.46871,3,0.5
MYW0472A1_绵阳丽景花城-1,61788,91,104.70848,31.45715,3,1
MYW0653A1_绵阳永兴镇汽修厂-1,61788,9101,104.66656,31.46801,3,11
MYW0653B1_绵阳永兴镇汽修厂-2,61788,9102,104.66656,31.46801,3,4
MYW0653C1_绵阳永兴镇汽修厂-3,61788,9103,104.66656,31.46801,3,4
MYW0653A2_绵阳永兴镇汽修厂-4,61788,9104,104.66656,31.46801,3,0.5
MYW0653B2_绵阳永兴镇汽修厂-5,61788,9105,104.66656,31.46801,3,0.5
MYW0653C2_绵阳永兴镇汽修厂-6,61788,9106,104.66656,31.46801,3,0.5
MYW0365A1_绵阳枫景398-1,61788,9131,104.69031,31.45831,3,4
MYW0365B1_绵阳枫景398-2,61788,9132,104.69031,31.45831,3,4
MYW0365C1_绵阳枫景398-3,61788,9133,104.69031,31.45831,3,2
MYW0365A2_绵阳枫景398-4,61788,9134,104.69031,31.45831,3,0.5
MYW0365B2_绵阳枫景398-5,61788,9135,104.69031,31.45831,3,0.5
MYW0365C2_绵阳枫景398-6,61788,9136,104.69031,31.45831,3,0.5
MYW0443A1_绵阳金家岭村委会-1,61788,9141,104.64321,31.51561,3,2
MYW0443B1_绵阳金家岭村委会-2,61788,9142,104.64321,31.51561,3,0.5
MYW0443C1_绵阳金家岭村委会-3,61788,9143,104.64321,31.51561,3,2
MYW0472B1_绵阳丽景花城-2,61788,92,104.70848,31.45715,3,0.5
MYW0472C1_绵阳丽景花城-3,61788,93,104.70848,31.45715,3,1
MYW0472A2_绵阳丽景花城-4,61788,94,104.70848,31.45715,3,0.5
MYW0472B2_绵阳丽景花城-5,61788,95,104.70848,31.45715,3,1
MYW0472C2_绵阳丽景花城-6,61788,96,104.70848,31.45715,3,0.5
MYW0635A1_绵阳燕尔河水库-1,61788,9961,104.67574,31.36842,3,0.5
MYW0635B1_绵阳燕尔河水库-2,61788,9962,104.67574,31.36842,3,0.5
MYW0635C1_绵阳燕尔河水库-3,61788,9963,104.67574,31.36842,3,8
MYW0601A1_绵阳西点超市-1,61788,9971,104.683116,31.473338,3,0.5
MYW0601B1_绵阳西点超市-2,61788,9972,104.683116,31.473338,3,0.5
MYW0601C1_绵阳西点超市-3,61788,9973,104.683116,31.473338,3,0.5
MYW0601A2_绵阳西点超市-4,61788,9974,104.683116,31.473338,3,0.5
MYW0601B2_绵阳西点超市-5,61788,9975,104.683116,31.473338,3,0.5
MYW0601C2_绵阳西点超市-6,61788,9976,104.683116,31.473338,3,0.5
MYW0439A1_绵阳金都商务宾馆-1,61788,9981,104.68351,31.46791,3,0.5
MYW0439B1_绵阳金都商务宾馆-2,61788,9982,104.68351,31.46791,3,0.5
MYW0439C1_绵阳金都商务宾馆-3,61788,9983,104.68351,31.46791,3,0.5
MYW0439A2_绵阳金都商务宾馆-4,61788,9984,104.68351,31.46791,3,0.5
MYW0439B2_绵阳金都商务宾馆-5,61788,9985,104.68351,31.46791,3,0.5
MYW0439C2_绵阳金都商务宾馆-6,61788,9986,104.68351,31.46791,3,0.5
MYW0494A1_绵阳磨家师范学院C1教学楼-1,61788,9991,104.59441,31.45921,3,0.5
MYW0494B1_绵阳磨家师范学院C1教学楼-2,61788,9992,104.59441,31.45921,3,0.5
MYW0494C1_绵阳磨家师范学院C1教学楼-3,61788,9993,104.59441,31.45921,3,0.5
"四川省绵阳市安县河清镇云华村",645,41094,104.344,31.4015,,0.5
"四川省德阳市绵竹市什地镇什地收费站(S1成绵高速复线入口绵阳方向)",645,41734,104.327,31.3478,,0.5
MY0387A1_绵阳观太2-1,648,11604,104.9307381,31.4312073,2,0.5
MY0387B1_绵阳观太2-2,648,11605,104.9307381,31.4312073,2,2
MY0387C1_绵阳观太2-3,648,11606,104.9307381,31.4312073,2,0.5
MY0560A1_绵阳新桥镇-1,648,2141,104.8218,31.5443,2,3
MY0560B1_绵阳新桥镇-2,648,2142,104.8218,31.5443,2,3
MY0560C1_绵阳新桥镇-3,648,2143,104.8218,31.5443,2,3
MY0524A1_绵阳魏城-1,648,3031,104.96932,31.55236,2,5
MY0524B1_绵阳魏城-2,648,3032,104.96932,31.55236,2,5
MY0524C1_绵阳魏城-3,648,3033,104.96932,31.55236,2,5
MY5085A1_室分_绵阳盐亭云溪国际大酒店-1,648,30594,104.72667,31.46306,2,0.5
MY0619A1_绵阳周家湾-1,648,33024,104.91409,31.48805,2,1
MY0619B1_绵阳周家湾-2,648,33025,104.91409,31.48805,2,0.5
MY0619C1_绵阳周家湾-3,648,33026,104.91409,31.48805,2,0.5
MY0574A1_绵阳雍家场-1,648,33034,104.98578,31.49652,2,2
MY0574B1_绵阳雍家场-2,648,33035,104.98578,31.49652,2,2
MY0574C1_绵阳雍家场-3,648,33036,104.98578,31.49652,2,1
MY0437A1_绵阳刘家-1,648,36151,105.01866,31.45097,2,5
MY0437B1_绵阳刘家-2,648,36152,105.01866,31.45097,2,5
MY0437C1_绵阳刘家-3,648,36153,105.01866,31.45097,2,5
MY0386A1_绵阳观太-1,648,36161,104.91609,31.43425,2,1
MY0386B1_绵阳观太-2,648,36162,104.91609,31.43425,2,1
MY0386C1_绵阳观太-3,648,36163,104.91609,31.43425,2,0.5
MY0323A1_绵阳白蝉-1,648,36171,105.05834,31.37859,2,1
MY0323B1_绵阳白蝉-2,648,36172,105.05834,31.37859,2,1
MY0323C1_绵阳白蝉-3,648,36173,105.05834,31.37859,2,1
MY0597A1_绵阳玉河-1,648,36181,105.08566,31.41764,2,1
MY0597B1_绵阳玉河-2,648,36182,105.08566,31.41764,2,2
MY0597C1_绵阳玉河-3,648,36183,105.08566,31.41764,2,2
MY0608A1_绵阳云凤-1,648,36191,104.80634,31.62439,2,0.5
MY0608B1_绵阳云凤-2,648,36192,104.80634,31.62439,2,1
MY0608C1_绵阳云凤-3,648,36193,104.80634,31.62439,2,1
MY0504A1_绵阳太平-1,648,36231,104.90688,31.68034,2,1
MY0504B1_绵阳太平-2,648,36232,104.90688,31.68034,2,1
MY0504C1_绵阳太平-3,648,36233,104.90688,31.68034,2,1
MY0558A1_绵阳新桥2-1,648,37061,104.8084,31.55768,2,8
MY0558B1_绵阳新桥2-2,648,37062,104.8084,31.55768,2,8
MY0558C1_绵阳新桥2-3,648,37063,104.8084,31.55768,2,8
MY0617A1_绵阳忠兴镇-1,648,4201,104.85674,31.61477,2,1
MY0617B1_绵阳忠兴镇-2,648,4202,104.85674,31.61477,2,1
MY0617C1_绵阳忠兴镇-3,648,4203,104.85674,31.61477,2,1
MY0563A1_绵阳徐家五一场-1,648,43014,105.01183,31.59811,2,3
MY0563B1_绵阳徐家五一场-2,648,43015,105.01183,31.59811,2,3
MY0563C1_绵阳徐家五一场-3,648,43016,105.01183,31.59811,2,3
MY0331A1_绵阳沉抗2-1,648,43054,104.92003,31.54051,2,5
MY0331B1_绵阳沉抗2-2,648,43055,104.92003,31.54051,2,5
MY0331C1_绵阳沉抗2-3,648,43056,104.92003,31.54051,2,5
MY0529A1_绵阳文昌宫-1,648,43064,104.93393,31.64528,2,5
MY0529B1_绵阳文昌宫-2,648,43065,104.93393,31.64528,2,6
MY0529C1_绵阳文昌宫-3,648,43066,104.93393,31.64528,2,6
MY0405A1_绵阳箕子寺-1,648,43094,105.01565,31.42228,2,6
MY0405B1_绵阳箕子寺-2,648,43095,105.01565,31.42228,2,6
MY0405C1_绵阳箕子寺-3,648,43096,105.01565,31.42228,2,6
