place,lac,ci,lon,lat,2G_3G,people
MYW1705B1_绵阳青义镇宝水街-2,61784,17052,104.69806,31.52464,3,0.5
MYW1705C1_绵阳青义镇宝水街-3,61784,17053,104.69806,31.52464,3,0.5
MYW0332A1_绵阳成绵路-1,61784,171,104.74816,31.46619,3,0.5
MYW0332B1_绵阳成绵路-2,61784,172,104.74816,31.46619,3,6
MYW0332C1_绵阳成绵路-3,61784,173,104.74816,31.46619,3,6
MYW0535A1_绵阳圣水寺-1,61784,1731,104.72339,31.51268,3,0.5
MYW0535B1_绵阳圣水寺-2,61784,1732,104.72339,31.51268,3,0.5
MYW0535C1_绵阳圣水寺-3,61784,1733,104.72339,31.51268,3,0.5
MYW0535A2_绵阳圣水寺-4,61784,1734,104.72339,31.51268,3,0.5
MYW0535B2_绵阳圣水寺-5,61784,1735,104.72339,31.51268,3,0.5
MYW0535C2_绵阳圣水寺-6,61784,1736,104.72339,31.51268,3,0.5
MYW0332A2_绵阳成绵路-4,61784,174,104.74816,31.46619,3,0.5
MYW0332B2_绵阳成绵路-5,61784,175,104.74816,31.46619,3,0.5
MYW0332C2_绵阳成绵路-6,61784,176,104.74816,31.46619,3,0.5
MYW0332A3_绵阳成绵路-7,61784,177,104.74816,31.46619,3,1
MYW1012A1_绵阳丰谷2-1,61784,1781,104.82623,31.35127,3,4
MYW1012B1_绵阳丰谷2-2,61784,1782,104.82623,31.35127,3,0.5
MYW1012C1_绵阳丰谷2-3,61784,1783,104.82623,31.35127,3,0.5
MYW0489A1_绵阳民政局-1,61784,181,104.75056,31.45337,3,2
MYW0338A1_绵阳川音新校区-1,61784,1811,104.75594,31.42333,3,0.5
MYW0338B1_绵阳川音新校区-2,61784,1812,104.75594,31.42333,3,0.5
MYW0338C1_绵阳川音新校区-3,61784,1813,104.75594,31.42333,3,0.5
MYW0338A2_绵阳川音新校区-4,61784,1814,104.75594,31.42333,3,0.5
MYW0338B2_绵阳川音新校区-5,61784,1815,104.75594,31.42333,3,0.5
MYW0338C2_绵阳川音新校区-6,61784,1816,104.75594,31.42333,3,0.5
MYW0489B1_绵阳民政局-2,61784,182,104.75056,31.45337,3,0.5
MYW0489C1_绵阳民政局-3,61784,183,104.75056,31.45337,3,2
MYW0489A2_绵阳民政局-4,61784,184,104.75056,31.45337,3,0.5
MYW1047A1_绵阳塘讯雪宝乳业-1,61784,1841,104.79935,31.40069,3,0.5
MYW1047B1_绵阳塘讯雪宝乳业-2,61784,1842,104.79935,31.40069,3,0.5
MYW1047C1_绵阳塘讯雪宝乳业-3,61784,1843,104.79935,31.40069,3,0.5
MYW0489B2_绵阳民政局-5,61784,185,104.75056,31.45337,3,0.5
MYW0531A1_绵阳圣水3队-1,61784,1851,104.73093,31.50631,3,0.5
MYW0531B1_绵阳圣水3队-2,61784,1852,104.73093,31.50631,3,0.5
MYW0531C1_绵阳圣水3队-3,61784,1853,104.73093,31.50631,3,0.5
MYW0531A2_绵阳圣水3队-4,61784,1854,104.73093,31.50631,3,0.5
MYW0531B2_绵阳圣水3队-5,61784,1855,104.73093,31.50631,3,0.5
MYW0531C2_绵阳圣水3队-6,61784,1856,104.73093,31.50631,3,0.5
MYW0489C2_绵阳民政局-6,61784,186,104.75056,31.45337,3,0.5
MYW0036FBA1_绵阳西科大8路车站-1,61784,1901,104.69212,31.52805,3,0.5
MYW0036FBB1_绵阳西科大8路车站-2,61784,1902,104.69212,31.52805,3,0.5
MYW0036FBC1_绵阳西科大8路车站-3,61784,1903,104.69212,31.52805,3,3
MYW0036FBD1_绵阳西科大高速-1,61784,1907,104.67931,31.53531,3,0.5
MYW0036FBE1_绵阳西工院网通站-1,61784,1908,104.69212,31.52805,3,0.5
MYW0036FBD2_绵阳西工院网通站-2,61784,1909,104.69212,31.52805,3,0.5
MYW0341A1_绵阳大本营-1,61784,191,104.73102,31.46415,3,0.5
MYW0341B1_绵阳大本营-2,61784,192,104.73102,31.46415,3,2
MYW0572A1_绵阳塘讯板桥小区-1,61784,1921,104.77421,31.43231,3,2
MYW0572B1_绵阳塘讯板桥小区-2,61784,1922,104.77421,31.43231,3,0.5
MYW0572C1_绵阳塘讯板桥小区-3,61784,1923,104.77421,31.43231,3,0.5
MYW0341C1_绵阳大本营-3,61784,193,104.73102,31.46415,3,2
MYW0605A1_绵阳西科大后山-1,61784,1931,104.68956,31.53411,3,0.5
MYW0605B1_绵阳西科大后山-2,61784,1932,104.68956,31.53411,3,0.5
MYW0605C1_绵阳西科大后山-3,61784,1933,104.68956,31.53411,3,0.5
MYW0605A2_绵阳西科大后山-4,61784,1934,104.68956,31.53411,3,0.5
MYW0605B2_绵阳西科大后山-5,61784,1935,104.68956,31.53411,3,0.5
MYW0605C2_绵阳西科大后山-6,61784,1936,104.68956,31.53411,3,0.5
MYW0341A2_绵阳大本营-4,61784,194,104.73102,31.46415,3,0.5
MYW0341B2_绵阳大本营-5,61784,195,104.73102,31.46415,3,0.5
MYW4504FBA1_绵阳西科大四食堂-1,61784,1951,104.68307,31.54113,3,2
MYW4504FBB1_绵阳西科大四食堂-2,61784,1952,104.68307,31.54113,3,2
MYW4504FBC1_绵阳西科大四食堂-3,61784,1953,104.68307,31.54113,3,3
MYW4504FBD1_绵阳西科大北苑5号楼-1,61784,1954,104.68301,31.54261,3,0.5
MYW4504FBE1_绵阳西科大北苑5号楼-2,61784,1955,104.68301,31.54261,3,0.5
MYW4504FBF1_绵阳西科大北苑5号楼-3,61784,1956,104.68301,31.54261,3,0.5
MYW4504FBA2_绵阳西科大四食堂-4,61784,1957,104.68307,31.54113,3,0.5
MYW4504FBB2_绵阳西科大四食堂-5,61784,1958,104.68307,31.54113,3,0.5
MYW4504FBC2_绵阳西科大四食堂-6,61784,1959,104.68307,31.54113,3,0.5
MYW0341C2_绵阳大本营-6,61784,196,104.73102,31.46415,3,0.5
MYW0449A1_绵阳经开区川音校区（老校区）-1,61784,1961,104.76191,31.42352,3,0.5
MYW0449B1_绵阳经开区川音校区（老校区）-2,61784,1962,104.76191,31.42352,3,3
MYW0449C1_绵阳经开区川音校区（老校区）-3,61784,1963,104.76191,31.42352,3,0.5
MYW0449A2_绵阳经开区川音校区（老校区）-4,61784,1964,104.76191,31.42352,3,0.5
MYW0449B2_绵阳经开区川音校区（老校区）-5,61784,1965,104.76191,31.42352,3,3
MYW0449C2_绵阳经开区川音校区（老校区）-6,61784,1966,104.76191,31.42352,3,0.5
MYW0502A1_绵阳南山中学-1,61784,1991,104.76301,31.446981,3,0.5
MYW0502B1_绵阳南山中学-2,61784,1992,104.76301,31.446981,3,0.5
MYW0502C1_绵阳南山中学-3,61784,1993,104.76301,31.446981,3,0.5
MYW0502A2_绵阳南山中学-4,61784,1994,104.76301,31.446981,3,0.5
MYW0502B2_绵阳南山中学-5,61784,1995,104.76301,31.446981,3,0.5
MYW0502C2_绵阳南山中学-6,61784,1996,104.76301,31.446981,3,0.5
MYW0637A1_绵阳阳光小区-1,61784,201,104.74323,31.45018,3,0.5
MYW0637B1_绵阳阳光小区-2,61784,202,104.74323,31.45018,3,0.5
MYW1051A1_绵阳塘汛三元村2队-1,61784,2021,104.78406,31.40561,3,3
MYW1051B1_绵阳塘汛三元村2队-2,61784,2022,104.78406,31.40561,3,3
MYW1051C1_绵阳塘汛三元村2队-3,61784,2023,104.78406,31.40561,3,3
MYW0637C1_绵阳阳光小区-3,61784,203,104.74323,31.45018,3,0.5
MYW0637A2_绵阳阳光小区-4,61784,204,104.74323,31.45018,3,0.5
MYW0637B2_绵阳阳光小区-5,61784,205,104.74323,31.45018,3,0.5
MYW0637C2_绵阳阳光小区-6,61784,206,104.74323,31.45018,3,0.5
MYW0600A1_绵阳物资大厦-1,61784,21,104.729512,31.46161,3,0.5
MYW0423A1_绵阳华盛商贸-1,61784,211,104.73813,31.48018,3,0.5
MYW0423B1_绵阳华盛商贸-2,61784,212,104.73813,31.48018,3,1
MYW0423C1_绵阳华盛商贸-3,61784,213,104.73813,31.48018,3,0.5
MYW0423A2_绵阳华盛商贸-4,61784,214,104.73813,31.48018,3,0.5
MYW0423B2_绵阳华盛商贸-5,61784,215,104.73813,31.48018,3,0.5
MYW0423C2_绵阳华盛商贸-6,61784,216,104.73813,31.48018,3,0.5
MYW0577A1_绵阳通安巷-1,61784,2181,104.73747,31.46371,3,6
MYW0577B1_绵阳通安巷-2,61784,2182,104.73747,31.46371,3,0.5
MYW0577C1_绵阳通安巷-3,61784,2183,104.73747,31.46371,3,6
MYW0577A2_绵阳通安巷-4,61784,2184,104.73747,31.46371,3,0.5
MYW0577B2_绵阳通安巷-5,61784,2185,104.73747,31.46371,3,0.5
MYW0577C2_绵阳通安巷-6,61784,2186,104.73747,31.46371,3,6
MYW0577A3_绵阳通安巷-7,61784,2187,104.73747,31.46371,3,6
MYW0577B3_绵阳通安巷-8,61784,2188,104.73747,31.46371,3,0.5
MYW0577C3_绵阳通安巷-9,61784,2189,104.73747,31.46371,3,6
MYW0600B1_绵阳物资大厦-2,61784,22,104.729512,31.46161,3,17
MYW1028A1_绵阳龙门综合市场-1,61784,2201,104.69168,31.56481,3,0.5
MYW1028B1_绵阳龙门综合市场-2,61784,2202,104.69168,31.56481,3,0.5
MYW1028C1_绵阳龙门综合市场-3,61784,2203,104.69168,31.56481,3,3
MYW0673A1_绵阳御营坝-1,61784,221,104.73155,31.45558,3,2
MYW1040A1_绵阳群丰村-1,61784,2211,104.79483,31.37743,3,3
MYW1040B1_绵阳群丰村-2,61784,2212,104.79483,31.37743,3,3
MYW1040C1_绵阳群丰村-3,61784,2213,104.79483,31.37743,3,0.5
MYW0673B1_绵阳御营坝-2,61784,222,104.73155,31.45558,3,0.5
MYW0673C1_绵阳御营坝-3,61784,223,104.73155,31.45558,3,2
MYW1011A1_绵阳丰谷-1,61784,2231,104.81518,31.35752,3,0.5
MYW1011B1_绵阳丰谷-2,61784,2232,104.81518,31.35752,3,0.5
MYW1011C1_绵阳丰谷-3,61784,2233,104.81518,31.35752,3,0.5
MYW0673A2_绵阳御营坝-4,61784,224,104.73155,31.45558,3,0.5
MYW0673B2_绵阳御营坝-5,61784,225,104.73155,31.45558,3,2
MYW0673C2_绵阳御营坝-6,61784,226,104.73155,31.45558,3,0.5
MYW0600C1_绵阳物资大厦-3,61784,23,104.729512,31.46161,3,17
MYW0410A1_绵阳红星街-1,61784,2361,104.75376,31.45739,3,1
MYW0410B1_绵阳红星街-2,61784,2362,104.75376,31.45739,3,3
MYW0410C1_绵阳红星街-3,61784,2363,104.75376,31.45739,3,3
MYW0410A2_绵阳红星街-4,61784,2364,104.75376,31.45739,3,3
MYW0410B2_绵阳红星街-5,61784,2365,104.75376,31.45739,3,1
MYW0410C2_绵阳红星街-6,61784,2366,104.75376,31.45739,3,0.5
MYW0600A2_绵阳物资大厦-4,61784,24,104.729512,31.46161,3,0.5
MYW0515A1_绵阳青义政府-1,61784,2431,104.70071,31.52591,3,7
MYW0515B1_绵阳青义政府-2,61784,2432,104.70071,31.52591,3,0.5
MYW0515C1_绵阳青义政府-3,61784,2433,104.70071,31.52591,3,7
MYW0600B2_绵阳物资大厦-5,61784,25,104.729512,31.46161,3,0.5
MYW0600C2_绵阳物资大厦-6,61784,26,104.729512,31.46161,3,17
MYW1046A1_绵阳塘讯经开区万人区-1,61784,2661,104.75721,31.40981,3,1
MYW1046B1_绵阳塘讯经开区万人区-2,61784,2662,104.75721,31.40981,3,0.5
MYW1046C1_绵阳塘讯经开区万人区-3,61784,2663,104.75721,31.40981,3,0.5
MYW1046A2_绵阳塘讯经开区万人区-4,61784,2664,104.75721,31.40981,3,0.5
MYW1046B2_绵阳塘讯经开区万人区-5,61784,2665,104.75721,31.40981,3,0.5
MYW1046C2_绵阳塘讯经开区万人区-6,61784,2666,104.75721,31.40981,3,0.5
MYW0372A1_绵阳涪城工商-1,61784,2671,104.73863,31.48498,3,2
MYW0372B1_绵阳涪城工商-2,61784,2672,104.73863,31.48498,3,0.5
MYW0372C1_绵阳涪城工商-3,61784,2673,104.73863,31.48498,3,2
MYW0372A2_绵阳涪城工商-4,61784,2674,104.73863,31.48498,3,0.5
MYW0372B2_绵阳涪城工商-5,61784,2675,104.73863,31.48498,3,0.5
MYW0372C2_绵阳涪城工商-6,61784,2676,104.73863,31.48498,3,0.5
MYW0373A1_绵阳涪城信用-1,61784,2681,104.7412409,31.45619,3,0.5
MYW0373B1_绵阳涪城信用-2,61784,2682,104.7412409,31.45619,3,0.5
MYW0373C1_绵阳涪城信用-3,61784,2683,104.7412409,31.45619,3,0.5
MYW0373A2_绵阳涪城信用-4,61784,2684,104.7412409,31.45619,3,0.5
MYW0373B2_绵阳涪城信用-5,61784,2685,104.7412409,31.45619,3,0.5
MYW0373C2_绵阳涪城信用-6,61784,2686,104.7412409,31.45619,3,1
MYW0512A1_绵阳青年广场-1,61784,271,104.75727,31.45394,3,3
MYW0512B1_绵阳青年广场-2,61784,272,104.75727,31.45394,3,0.5
MYW0512C1_绵阳青年广场-3,61784,273,104.75727,31.45394,3,0.5
MYW0512A2_绵阳青年广场-4,61784,274,104.75727,31.45394,3,1
MYW0512B2_绵阳青年广场-5,61784,275,104.75727,31.45394,3,1
MYW0448A1_绵阳浸水村-1,61784,2751,104.74274,31.44431,3,0.5
MYW0448B1_绵阳浸水村-2,61784,2752,104.74274,31.44431,3,7
MYW0448C1_绵阳浸水村-3,61784,2753,104.74274,31.44431,3,0.5
MYW0448A2_绵阳浸水村-4,61784,2754,104.74274,31.44431,3,7
MYW0448B2_绵阳浸水村-5,61784,2755,104.74274,31.44431,3,0.5
MYW0448C2_绵阳浸水村-6,61784,2756,104.74274,31.44431,3,0.5
MYW0512C2_绵阳青年广场-6,61784,276,104.75727,31.45394,3,0.5
MYW0499A1_绵阳南河小区-1,61784,2781,104.75878,31.45518,3,7
MYW0499B1_绵阳南河小区-2,61784,2782,104.75878,31.45518,3,0.5
MYW0499A2_绵阳南河小区-3,61784,2783,104.75878,31.45518,3,0.5
MYW0499B2_绵阳南河小区-4,61784,2784,104.75878,31.45518,3,0.5
MYW1050A1_绵阳塘汛三元村-1,61784,2791,104.77982,31.40576,3,7
MYW1050B1_绵阳塘汛三元村-2,61784,2792,104.77982,31.40576,3,0.5
MYW1050C1_绵阳塘汛三元村-3,61784,2793,104.77982,31.40576,3,0.5
MYW0496A1_绵阳南河邓氏酒楼-1,61784,2821,104.7536445,31.452148,3,0.5
MYW0496B1_绵阳南河邓氏酒楼-2,61784,2822,104.7536445,31.452148,3,0.5
MYW0496C1_绵阳南河邓氏酒楼-3,61784,2823,104.7536445,31.452148,3,0.5
MYW0496A2_绵阳南河邓氏酒楼-4,61784,2824,104.7536445,31.452148,3,4
MYW0496B2_绵阳南河邓氏酒楼-5,61784,2825,104.7536445,31.452148,3,0.5
MYW0496C2_绵阳南河邓氏酒楼-6,61784,2826,104.7536445,31.452148,3,0.5
MYW0024FBA1_绵阳成绵宾馆-1,61784,2841,104.74469,31.46811,3,4
MYW0024FBB1_绵阳成绵宾馆-2,61784,2842,104.74469,31.46811,3,4
MYW0024FBC1_绵阳成绵宾馆-3,61784,2843,104.74469,31.46811,3,0.5
MYW0024FBA2_绵阳成绵宾馆-4,61784,2844,104.74469,31.46811,3,0.5
MYW0024FBB2_绵阳成绵宾馆-5,61784,2845,104.74469,31.46811,3,4
MYW0024FBC2_绵阳成绵宾馆-6,61784,2846,104.74469,31.46811,3,1
MYW0602A1_绵阳西工院-1,61784,291,104.68267,31.53535,3,0.5
MYW0602B1_绵阳西工院-2,61784,292,104.68267,31.53535,3,0.5
MYW0602C1_绵阳西工院-3,61784,293,104.68267,31.53535,3,0.5
MYW0602A2_绵阳西工院-4,61784,294,104.68267,31.53535,3,0.5
MYW0602B2_绵阳西工院-5,61784,295,104.68267,31.53535,3,0.5
MYW0602C2_绵阳西工院-6,61784,296,104.68267,31.53535,3,0.5
MYW0602B3_绵阳西工院-8,61784,298,104.68267,31.53535,3,0.5
MYW0666A1_绵阳游仙支行-1,61784,311,104.74095,31.46935,3,0.5
MYW0666B1_绵阳游仙支行-2,61784,312,104.74095,31.46935,3,2
MYW0666C1_绵阳游仙支行-3,61784,313,104.74095,31.46935,3,0.5
MYW0666A2_绵阳游仙支行-4,61784,314,104.74095,31.46935,3,0.5
MYW0666B2_绵阳游仙支行-5,61784,315,104.74095,31.46935,3,0.5
MYW0666C2_绵阳游仙支行-6,61784,316,104.74095,31.46935,3,0.5
MYW0411A1_绵阳红星楼-1,61784,331,104.75458,31.45519,3,1
MYW0411B1_绵阳红星楼-2,61784,332,104.75458,31.45519,3,2
MYW0411C1_绵阳红星楼-3,61784,333,104.75458,31.45519,3,2
MYW0411A2_绵阳红星楼-4,61784,334,104.75458,31.45519,3,0.5
MYW0411B2_绵阳红星楼-5,61784,335,104.75458,31.45519,3,0.5
MYW0411C2_绵阳红星楼-6,61784,336,104.75458,31.45519,3,0.5
MYW0618A1_绵阳新华书店-1,61784,371,104.74888,31.46078,3,3
MYW0618B1_绵阳新华书店-2,61784,372,104.74888,31.46078,3,0.5
MYW0618C1_绵阳新华书店-3,61784,373,104.74888,31.46078,3,0.5
MYW0618A2_绵阳新华书店-4,61784,374,104.74888,31.46078,3,0.5
MYW0618B2_绵阳新华书店-5,61784,375,104.74888,31.46078,3,0.5
MYW0618C2_绵阳新华书店-6,61784,376,104.74888,31.46078,3,0.5
MYW0618A3_绵阳新华书店-7,61784,377,104.74888,31.46078,3,1
MYW0618C3_绵阳新华书店-9,61784,379,104.74888,31.46078,3,0.5
MYW0457A1_绵阳娟纺厂-1,61784,381,104.73751,31.45282,3,2
MYW0457B1_绵阳娟纺厂-2,61784,382,104.73751,31.45282,3,2
MYW0457C1_绵阳娟纺厂-3,61784,383,104.73751,31.45282,3,4
MYW0457A2_绵阳娟纺厂-4,61784,384,104.73751,31.45282,3,0.5
MYW0457B2_绵阳娟纺厂-5,61784,385,104.73751,31.45282,3,4
MYW0457C2_绵阳娟纺厂-6,61784,386,104.73751,31.45282,3,0.5
MYW0580A1_绵阳图书馆-1,61784,41,104.73446,31.47814,3,17
MYW0585A1_绵阳卫校-1,61784,411,104.74948,31.45692,3,4
MYW0585B1_绵阳卫校-2,61784,412,104.74948,31.45692,3,3
MYW0585C1_绵阳卫校-3,61784,413,104.74948,31.45692,3,0.5
MYW0585A2_绵阳卫校-4,61784,414,104.74948,31.45692,3,0.5
MYW0585B2_绵阳卫校-5,61784,415,104.74948,31.45692,3,0.5
MYW0585C2_绵阳卫校-6,61784,416,104.74948,31.45692,3,0.5
MYW0580B1_绵阳图书馆-2,61784,42,104.73446,31.47814,3,17
MYW0416A1_绵阳花样年华-1,61784,421,104.73527,31.45826,3,3
MYW0416B1_绵阳花样年华-2,61784,422,104.73518,31.45821,3,3
MYW0416C1_绵阳花样年华-3,61784,423,104.73518,31.45821,3,1
MYW0416A2_绵阳花样年华-4,61784,424,104.73527,31.45826,3,0.5
MYW0416B2_绵阳花样年华-5,61784,425,104.73518,31.45821,3,0.5
MYW0416C2_绵阳花样年华-6,61784,426,104.73518,31.45821,3,2
MYW0416C3_绵阳花样年华-9,61784,429,104.73518,31.45821,3,0.5
MYW0580C1_绵阳图书馆-3,61784,43,104.73446,31.47814,3,17
MYW0573A1_绵阳塘汛经开区-1,61784,431,104.77245,31.42705,3,0.5
MYW0573B1_绵阳塘汛经开区-2,61784,432,104.77245,31.42705,3,2
MYW0573C1_绵阳塘汛经开区-3,61784,433,104.77245,31.42705,3,0.5
MYW0573A2_绵阳塘汛经开区-4,61784,434,104.77245,31.42705,3,0.5
MYW0573B2_绵阳塘汛经开区-5,61784,435,104.77245,31.42705,3,0.5
MYW0573C2_绵阳塘汛经开区-6,61784,436,104.77245,31.42705,3,1
MYW0580A2_绵阳图书馆-4,61784,44,104.73446,31.47814,3,17
MYW0580B2_绵阳图书馆-5,61784,45,104.73446,31.47814,3,0.5
MYW014576A1_室分_绵阳检察院-1,61784,45055,104.752535,31.454668,3,0.5
MYW014576B1_室分_绵阳检察院-2,61784,45056,104.752535,31.454668,3,0.5
MYW014576A2_室分_绵阳检察院-3,61784,45057,104.752535,31.454668,3,0.5
MYW014576B2_室分_绵阳检察院-4,61784,45058,104.752535,31.454668,3,3
MYW014620A1_室分_绵阳市公安局-1,61784,45161,104.75434,31.45781,3,0.5
MYW014546C1_室分_绵阳思源颐和居-3,61784,45253,104.72671,31.46271,3,0.5
MYW014617C1_室分_绵阳金阳公寓-3,61784,45263,104.72809,31.46045,3,0.5
MYW014540A1_室分_绵阳圣高金都-1,61784,45401,104.73531,31.49751,3,0.5
MYW014619A1_绵阳金海酒楼-1,61784,45451,104.751695,31.444242,3,0.5
MYW014501B1_绵阳爱喜嘉年华-1,61784,45683,104.74529,31.46159,3,3
MYW014501B2_绵阳爱喜嘉年华-2,61784,45684,104.74529,31.46159,3,0.5
MYW014608C1_绵阳兴达商业广场-3,61784,45713,104.75005,31.464139,3,0.5
MYW0580C2_绵阳图书馆-6,61784,46,104.73446,31.47814,3,17
MYW014578B1_室分_绵阳光明华都-2,61784,46072,104.75171,31.46361,3,0.5
MYW0027FBA1_绵阳金穗大厦-1,61784,461,104.73185,31.48084,3,1
MYW014514G1_室分_绵阳小岛国际-2,61784,46162,104.74651,31.50231,3,0.5
MYW014514H1_室分_绵阳小岛国际-3,61784,46163,104.74651,31.50231,3,0.5
MYW014514D1_室分_绵阳高水工业园-1,61784,46164,104.73971,31.49101,3,4
MYW014514E1_室分_绵阳高水工业园-2,61784,46165,104.73971,31.49101,3,4
MYW014514D2_室分_绵阳高水工业园-3,61784,46166,104.73971,31.49101,3,0.5
MYW014514E2_室分_绵阳高水工业园-4,61784,46167,104.73971,31.49101,3,4
MYW014514E3_室分_绵阳高水工业园-6,61784,46178,104.73971,31.49101,3,0.5
MYW014515A1_绵阳五一广场-1,61784,46184,104.74311,31.48621,3,0.5
MYW014515B1_绵阳五一广场-2,61784,46185,104.74311,31.48621,3,0.5
MYW014515C1_绵阳五一广场-3,61784,46186,104.74311,31.48621,3,6
MYW014515A2_绵阳五一广场-4,61784,46187,104.74311,31.48621,3,0.5
MYW014515B2_绵阳五一广场-5,61784,46188,104.74311,31.48621,3,6
MYW014515C2_绵阳五一广场-6,61784,46189,104.74311,31.48621,3,0.5
MYW0027FBB1_绵阳金穗大厦-2,61784,462,104.73185,31.48084,3,1
MYW0027FBC1_绵阳金穗大厦-3,61784,463,104.73185,31.48084,3,0.5
MYW0027FBA2_绵阳金穗大厦-4,61784,464,104.73185,31.48084,3,1
MYW014587A1_室分_绵阳得月星城-1,61784,46421,104.73511,31.46411,3,0.5
MYW014587B1_室分_绵阳得月星城-2,61784,46422,104.73511,31.46411,3,0.5
MYW014587C1_室分_绵阳得月星城-3,61784,46423,104.73511,31.46411,3,0.5
MYW014505A1_室分_绵阳一代天骄,61784,46472,104.74631,31.46491,3,0.5
MYW0027FBB2_绵阳金穗大厦-5,61784,465,104.73185,31.48084,3,2
MYW014609A1_室分_绵阳百大假日酒店-1,61784,46541,104.74071,31.46571,3,0.5
MYW014577B1_室分_绵阳勇拓洋楼-1,61784,46592,104.75225,31.46374,3,0.5
MYW014577C1_室分_绵阳勇拓洋楼-2,61784,46593,104.75225,31.46374,3,0.5
MYW014577D1_室分_绵阳勇拓洋楼-3,61784,46594,104.75225,31.46374,3,0.5
MYW014577E1_室分_绵阳勇拓洋楼-4,61784,46595,104.75225,31.46374,3,0.5
MYW0027FBC2_绵阳金穗大厦-6,61784,466,104.73185,31.48084,3,0.5
MYW0027FBD1_绵阳平政一巷-1,61784,467,104.738185,31.484314,3,2
MYW0027FBE1_绵阳平政一巷-2,61784,468,104.738185,31.484314,3,0.5
MYW0027FBD2_绵阳平政一巷-3,61784,469,104.738185,31.484314,3,0.5
MYW4695A1_室分_绵阳富临大都会-1,61784,46951,104.74513,31.46632,3,0.5
MYW4695B1_室分_绵阳富临大都会-2,61784,46952,104.74513,31.46632,3,0.5
MYW4695C1_室分_绵阳富临大都会-3,61784,46953,104.74513,31.46632,3,0.5
MYW4696A1_室分_绵阳凯德广场-1,61784,46961,104.738513,31.465854,3,0.5
MYW4696B1_室分_绵阳凯德广场-2,61784,46962,104.738513,31.465854,3,0.5
MYW4696C1_室分_绵阳凯德广场-3,61784,46963,104.738513,31.465854,3,0.5
MYW0027FBE2_绵阳平政一巷-4,61784,470,104.738185,31.484314,3,0.5
MYW1049A1_绵阳塘讯镇-1,61784,471,104.78906,31.40328,3,2
MYW1049B1_绵阳塘讯镇-2,61784,472,104.78906,31.40328,3,0.5
MYW1049C1_绵阳塘讯镇-3,61784,473,104.78906,31.40328,3,0.5
MYW0031FBA1_绵阳南山中医校-1,61784,481,104.75563,31.44485,3,2
MYW0031FBB1_绵阳南山中医校-2,61784,482,104.75563,31.44485,3,0.5
MYW0031FBC1_绵阳南山中医校-3,61784,483,104.75563,31.44485,3,0.5
MYW0031FBA2_绵阳南山中医校-4,61784,484,104.75563,31.44485,3,0.5
MYW0031FBB2_绵阳南山中医校-5,61784,485,104.75563,31.44485,3,0.5
MYW0031FBC2_绵阳南山中医校-6,61784,486,104.75563,31.44485,3,0.5
MYW0434A1_绵阳剑南商场-1,61784,491,104.74601,31.47196,3,1
MYW0434B1_绵阳剑南商场-2,61784,492,104.74601,31.47196,3,0.5
MYW0434C1_绵阳剑南商场-3,61784,493,104.74601,31.47196,3,0.5
MYW0434A2_绵阳剑南商场-4,61784,494,104.74601,31.47196,3,0.5
MYW0434B2_绵阳剑南商场-5,61784,495,104.74601,31.47196,3,0.5
MYW0434C2_绵阳剑南商场-6,61784,496,104.74601,31.47196,3,0.5
MYW0429A1_绵阳检察院-1,61784,51,104.75544,31.45123,3,0.5
MYW0506A1_绵阳培训基地-1,61784,511,104.72525,31.47231,3,0.5
MYW0506B1_绵阳培训基地-2,61784,512,104.72525,31.47231,3,2
MYW0506C1_绵阳培训基地-3,61784,513,104.72525,31.47231,3,0.5
MYW0506A2_绵阳培训基地-4,61784,514,104.72525,31.47231,3,0.5
MYW0506B2_绵阳培训基地-5,61784,515,104.72525,31.47231,3,0.5
MYW0506C2_绵阳培训基地-6,61784,516,104.72525,31.47231,3,0.5
MYW0429B1_绵阳检察院-2,61784,52,104.75544,31.45123,3,0.5
MYW0480A1_绵阳龙门-1,61784,5231,104.66023,31.58544,3,0.5
MYW0480B1_绵阳龙门-2,61784,5232,104.66023,31.58544,3,2
MYW0480C1_绵阳龙门-3,61784,5233,104.66023,31.58544,3,2
MYW0429C1_绵阳检察院-3,61784,53,104.75544,31.45123,3,0.5
MYW0645A1_绵阳营业厅-1,61784,531,104.74084,31.46438,3,0.5
MYW0645B1_绵阳营业厅-2,61784,532,104.74084,31.46438,3,0.5
MYW0645C1_绵阳营业厅-3,61784,533,104.74084,31.46438,3,2
MYW0645A2_绵阳营业厅-4,61784,534,104.74084,31.46438,3,0.5
MYW0645B2_绵阳营业厅-5,61784,535,104.74084,31.46438,3,0.5
MYW0645C2_绵阳营业厅-6,61784,536,104.74084,31.46438,3,0.5
MYW0645A3_绵阳营业厅-7,61784,537,104.74084,31.46438,3,0.5
MYW0645B3_绵阳营业厅-8,61784,538,104.74084,31.46438,3,0.5
MYW0645C3_绵阳营业厅-9,61784,539,104.74084,31.46438,3,0.5
MYW0429A2_绵阳检察院-4,61784,54,104.75544,31.45123,3,0.5
MYW0429B2_绵阳检察院-5,61784,55,104.75544,31.45123,3,0.5
MYW0603A1_绵阳西科大-1,61784,551,104.69173,31.54262,3,0.5
MYW0603B1_绵阳西科大-2,61784,552,104.69173,31.54262,3,0.5
MYW0603C1_绵阳西科大-3,61784,553,104.69173,31.54262,3,0.5
MYW0603A2_绵阳西科大-4,61784,554,104.69173,31.54262,3,0.5
